Category,Title
IT/과학,"업스테이지, 사전학습 LLM '솔라' 공개…글로벌 대전 참전"
IT/과학,"IBM, AI 안전관리 도구 '왓슨x. 거버넌스' 선보여"
IT/과학,"방통위-KISA, 위치정보 공모전서 실내 길안내 '파파야' 대상"
IT/과학,"아마존, 한국에 60MW규모 태양광 발전소 건설"
IT/과학,"美IPO 앞둔 네이버웹툰, 베스트바이 출신 CFO 영입"
IT/과학,"아프리카TV 창업자, ""트위치, 망 사용료 까봐"""
IT/과학,"해외 이공계 인재, 대사관이 챙긴다"
IT/과학,"‘AI 통역콜’ 시대 열렸다···SK텔레콤, 실시간 통역 서비스 개시"
IT/과학,"업스테이지 '사전학습 LLM' 솔라, 공개 직후 1위 평가"
IT/과학,아마존 이번엔 태양광 한국에 첫 투자 나선다
IT/과학,"美 본사 네이버 웹툰엔터, CFO에 데이비드 리 영입"
IT/과학,"방통위, 위치정보 우수 비즈니스모델 시상"
IT/과학,"과기정통부 ""교육부와 협력해 한국인 유학생 현황 공동 수집"""
IT/과학,"""아마존 빈자리 잡는다""…아프리카TV, BJ·별풍선도 '만지작'"
IT/과학,"IBM ‘왓슨x 거버넌스’ 출시, “식품성분표처럼 AI성분 알려준다”"
IT/과학,"""공공SW 예산 현실화 필요해"""
IT/과학,"“외국어 몰라도 AI가 통화 중 실시간 통역”…SKT, 에이닷 통역콜 출시"
IT/과학,"韓스타트업 업스테이지 언어모델, 알리바바 제치고 성능 세계 1위"
IT/과학,"네이버웹툰, 美 본사에 데이비드 리 CFO 영입…김용수 CSO 승진"
IT/과학,"아프리카TV 서수길 ""트위치 망사용료 까봐라.. 우리가 이긴 것"""
IT/과학,"IBM, AI 안전관리 도구 '왓슨x. 거버넌스' 공개"
IT/과학,"과기정통부 ""교육부와 협력해 한국인 유학생 현황 공동 수집"""
IT/과학,"아마존, 국내 첫 태양광 프로젝트…매년 2만5000가구 공급량 생산"
IT/과학,김현정 한국IBM 컨설팅 대표 “기업이 AI 도입하려면 ‘안정장치’ 거버넌스 확보 필수”
IT/과학,"아마존, 한국에 첫 재생에너지 투자 나선다"
IT/과학,"""전화 통화하며 실시간 통역""...AI 기술 경쟁 본격화"
IT/과학,"아프리카TV 창업자, '망 사용료 부담' 트위치 저격"
IT/과학,"""공공 전산망 오류, 공공SW사업 낮은 예산 원인"""
IT/과학,"해외 이공계 인재, 대사관이 챙긴다"
IT/과학,"업스테이지의 AI '솔라', 세계 AI 평가 1위 올라"
IT/과학,김 부장의 당찬 포부에 응답한 네이버 창업자...글로벌 웹툰 성공 시작점
IT/과학,"업스테이지, 사전학습 LLM 솔라 공개…작은 크기에도 LLM 평가 1위"
IT/과학,서수길 아프리카TV CBO “내년 3월 ‘숲’으로 리브랜딩”…사측 “논의 중”
IT/과학,'통화 중 실시간 통역된다'…SKT 에이닷 통역콜 출시
IT/과학,"해외 이공계 인재, 대사관이 챙긴다…네트워크 강화"
IT/과학,"""공공SW 예산 증액 없으면 장애 또 발생…단가·사업방식 현실화해야"""
IT/과학,"美 본사 네이버 웹툰엔터, CFO에 데이비드 리 영입"
IT/과학,한국IBM “2024년은 인공지능 확산 첫 해 될 것”
IT/과학,위치정보 우수 사업 모델에 실내 길 안내·바다로봇청소기
IT/과학,"SKT, 녹취록 이어 실시간 통역 제공…또 통신비밀 침해 논란"
IT/과학,"""아마존 빈자리 잡는다""…아프리카TV, BJ·별풍선도 '만지작'"
IT/과학,아마존이 국내 태양광 발전소 신설에 투자하는 까닭은
IT/과학,IBM “AI 서비스 투명성 높이고 보안 강화한 기업용 설루션 출시”
IT/과학,과학기술 인력 글로벌 유출입 더 정확히 들여다본다
IT/과학,"네이버웹툰 美본사, 푸드테크 출신 데이비드 리 CFO 겸 COO로 영입"
IT/과학,"업스테이지, 사전학습 자체 LLM '솔라' 공개 동시에 경쟁력 입증…글로벌 경쟁 시동"
IT/과학,"""공공 행정망 장애, 대기업 들어와도 예산 안 늘면 해결 안 된다"""
IT/과학,"IBM, 기업용 '왓슨x'로 AI 명가 자존심 회복할까"
IT/과학,"'아이폰 통녹' 이어 실시간 통역콜까지…SKT, 에이닷 업데이트"
IT/과학,"해외 이공계 인재, 대사관이 챙긴다…네트워크 강화"
IT/과학,이해진 지원 업은 ‘네이버웹툰’ 美상장 가속도
IT/과학,"스타트업 업스테이지, 자체 언어모델 AI ‘솔라’ 공개…성능 1위 기록"
IT/과학,"""공공SW 예산 증액 없으면 장애 또 발생…단가·사업방식 현실화해야"""
IT/과학,"아프리카TV 창업자, ""트위치, 망 사용료 까봐"""
IT/과학,위치정보 우수 비즈니스 모델 대상에 '실내 길안내 솔루션'
IT/과학,"'상장 추진' 네이버웹툰 美본사, 데이비드 리 CFO 영입"
IT/과학,전화 통화도 AI가 '실시간 통역'
IT/과학,"방통위-KISA, 위치정보 공모전서 실내 길안내 '파파야' 대상"
IT/과학,"IBM, 기업 AI솔루션 ‘왓슨x.거버넌스’ 출시"
IT/과학,"아프리카 TV, 플랫폼 명칭 '숲' 변경 검토…변화 카드 '만지작'"
IT/과학,"업스테이지, 사전학습 LLM 글로벌 경쟁자 제치고 평가 1위"
IT/과학,아마존이 국내 태양광 발전소 신설에 투자하는 까닭은
IT/과학,정부 R&D 참여 외국인 비중 3.2%…중국·인도·베트남·미국·파키스탄 순
IT/과학,아이폰 통화때 4개국어 실시간 통역해준다… SKT 서비스 시작
IT/과학,"IBM, AI 안전관리 도구 '왓슨x. 거버넌스' 공개"
IT/과학,"해외 이공계 인재, 대사관이 챙긴다"
IT/과학,"KOSA, 공공 SW 사업 현안 및 대응전략 국회 토론회 개최"
IT/과학,김 부장의 당찬 포부에 응답한 네이버 창업자...글로벌 웹툰 성공 시작점
IT/과학,"업스테이지, 자체 개발 LLM ‘솔라’ 공개...글로벌 대전 본격 참전"
IT/과학,"아마존, 한국에 60MW 규모 태양광 발전소 구축"
IT/과학,"방통위, 위치정보 우수 비즈니스 모델 발굴 공모전…30개팀 시상"
IT/과학,"""공공SW 예산 증액 없으면 장애 또 발생…단가·사업방식 현실화해야"""
IT/과학,"‘美 상장 추진’ 네이버 웹툰, 재정비…푸드테크 기업 출신 데이비드 리 영입"
IT/과학,"외국인과 통화, 한국어로 말해도 통하네…'AI 통역' 쏟아진다 [팩플]"
IT/과학,"아프리카TV 전 대표, ‘한국 철수’ 트위치에 욕설 섞어 비난 “망사용료 까 보라”"
IT/과학,"업스테이지, 사전학습 LLM 솔라 공개…작은 크기에도 LLM 평가 1위"
IT/과학,"이공계 인재유출, 외국인 전문인력 유입 모니터링 강화한다"
IT/과학,"아마존, 한국에 60MW 규모 태양광 발전소 구축"
IT/과학,IBM “AI 서비스 투명성 높이고 보안 강화한 기업용 설루션 출시”
IT/과학,"아마존, 국내 첫 태양광 프로젝트…매년 2만5000가구 공급량 생산"
IT/과학,"이공계 인재유출, 외국인 전문인력 유입 모니터링 강화한다"
IT/과학,"네이버웹툰 美본사, 푸드테크 출신 데이비드 리 CFO 겸 COO로 영입"
IT/과학,"기업이 AI 적극적 활용을 위한 '안전장치'…한국IBM,  ‘왓슨x.거버넌스’ 선보여"
IT/과학,"""해외 바이어와 전화 걱정 끝"" SKT, 통화 중 실시간으로 통역해준다"
IT/과학,"업스테이지, 사전학습 LLM '솔라' 공개…글로벌 대전 참전"
IT/과학,"방통위-KISA, 위치정보 공모전서 실내 길안내 '파파야' 대상"
IT/과학,"아프리카TV 창업자, '망 사용료 부담' 트위치 저격"
IT/과학,"스타트업 업스테이지, 자체 언어모델 AI ‘솔라’ 공개…성능 1위 기록"
IT/과학,"SKT 에이닷, 'AI 통화 통역' 최초 출시…""버튼 하나 누르면 바로 통역"""
IT/과학,"아프리카TV, 이제 '숲'으로 불러주세요"
IT/과학,아마존이 국내 태양광 발전소 신설에 투자하는 까닭은
IT/과학,"방통위-KISA, 위치정보 공모전서 실내 길안내 '파파야' 대상"
IT/과학,해외 영토 넓히는 네이버웹툰…내년 美 상장 앞두고 전력정비 [정지은의 산업노트]
IT/과학,한국IBM “2024년은 인공지능 확산 첫 해 될 것”
IT/과학,"""공공SW 예산증액 없다면 국가 IT시스템 장애 불가피"""
IT/과학,과학기술 인력 글로벌 유출입 더 정확히 들여다본다
IT/과학,김 부장의 당찬 포부에 응답한 네이버 창업자...글로벌 웹툰 성공 시작점
IT/과학,아마존 이번엔 태양광 한국에 첫 투자 나선다
IT/과학,"업스테이지, 자체 개발 LLM ‘솔라’ 공개...글로벌 대전 본격 참전"
IT/과학,아이폰 통화때 4개국어 실시간 통역해준다… SKT 서비스 시작
IT/과학,"아프리카TV 전 대표, ‘한국 철수’ 트위치에 욕설 섞어 비난 “망사용료 까 보라”"
IT/과학,"IBM, AI 안전관리 도구 '왓슨x. 거버넌스' 선보여"
IT/과학,위치정보 우수 비즈니스 모델 대상에 '실내 길안내 솔루션'
IT/과학,"SW 업계, '공정 과업변경'·'원격지 개발 활성화' 한 목소리"
IT/과학,IBM “AI 서비스 투명성 높이고 보안 강화한 기업용 설루션 출시”
IT/과학,"‘AI 통역콜’ 시대 열렸다···SK텔레콤, 실시간 통역 서비스 개시"
IT/과학,"아프리카TV 전 대표, ‘한국 철수’ 트위치에 욕설 섞어 비난 “망사용료 까 보라”"
IT/과학,"이공계 인재유출, 외국인 전문인력 유입 모니터링 강화한다"
IT/과학,"아마존, 한국에 60MW 규모 태양광 발전소 구축"
IT/과학,위치정보 우수 사업 모델에 실내 길 안내·바다로봇청소기
IT/과학,"'상장 추진' 네이버웹툰 美본사, 데이비드 리 CFO 영입"
IT/과학,네이버웹툰 “美 웹툰 엔터테인먼트 데이비드 리 CFO/COO 영입”
IT/과학,"""통화 중 실시간 통역 서비스""…SKT, '에이닷 통역콜' 출시"
IT/과학,"업스테이지, 자체 개발 LLM '솔라' 공개"
IT/과학,"방통위-KISA, 위치정보 공모전서 실내 길안내 '파파야' 대상"
IT/과학,IBM “AI 서비스 투명성 높이고 보안 강화한 기업용 설루션 출시”
IT/과학,"아프리카TV 창업자, '망 사용료 부담' 트위치 저격"
IT/과학,"""행정망 먹통, 예산 안 늘리면 반복된다"""
IT/과학,과학기술 인력 글로벌 유출입 더 정확히 들여다본다
IT/과학,"""언어 몰라도 실시간 통화 가능""…SK텔레콤, '에이닷 통역콜' 출시"
IT/과학,김현정 한국IBM 컨설팅 대표 “기업이 AI 도입하려면 ‘안정장치’ 거버넌스 확보 필수”
IT/과학,"재생에너지 사용 의지 드러낸 아마존, 한국서 첫 태양광 프로젝트 공개"
IT/과학,"""아마존 빈자리 잡는다""…아프리카TV, BJ·별풍선도 '만지작'"
IT/과학,정부 R&D 참여 외국인 비중 3.2%…중국·인도·베트남·미국·파키스탄 순
IT/과학,"""글로벌 LLM 대전 참여"" 업스테이지, `솔라` 공개"
IT/과학,"SW 업계, '공정 과업변경'·'원격지 개발 활성화' 한 목소리"
IT/과학,위치정보 우수 비즈니스 모델 대상에 '실내 길안내 솔루션'
IT/과학,"아프리카TV 창업자, '망 사용료 부담' 트위치 저격"
IT/과학,"업스테이지, 자체 개발 사전학습 LLM '솔라' 공개"
IT/과학,"방통위, 위치정보 우수 비즈니스모델 시상"
IT/과학,아마존 이번엔 태양광 한국에 첫 투자 나선다
IT/과학,"과기정통부 ""교육부와 협력해 한국인 유학생 현황 공동 수집"""
IT/과학,"IBM, 기업용 '왓슨x'로 AI 명가 자존심 회복할까"
IT/과학,"""공공SW 예산 현실화 필요해"""
IT/과학,"""전화 통화하며 실시간 통역""...AI 기술 경쟁 본격화"
IT/과학,"업스테이지, 사전학습 LLM 글로벌 경쟁자 제치고 평가 1위"
IT/과학,"아마존, 한국에 첫 재생에너지 투자…60MW 규모 태양광 발전"
IT/과학,"“美 웹툰 엔터, 데이비드 리 CFO 영입”..네이버웹툰"
IT/과학,"IBM, 기업 AI솔루션 ‘왓슨x.거버넌스’ 출시"
IT/과학,"이공계 인재유출, 외국인 전문인력 유입 모니터링 강화한다"
IT/과학,"아프리카TV 창업자, ""트위치, 망 사용료 까봐"""
IT/과학,"""공공SW 예산 현실화 필요해"""
IT/과학,위치정보 우수 사업 모델에 실내 길 안내·바다로봇청소기
IT/과학,"""해외 바이어와 전화 걱정 끝"" SKT, 통화 중 실시간으로 통역해준다"
IT/과학,"네이버웹툰 美 본사, 데이비드 리 CFO 영입"
IT/과학,김현정 한국IBM 컨설팅 대표 “기업이 AI 도입하려면 ‘안정장치’ 거버넌스 확보 필수”
IT/과학,"업스테이지, 자체 개발 LLM ‘솔라’ 공개...글로벌 대전 본격 참전"
IT/과학,"KOSA, 공공 SW 사업 현안 및 대응전략 국회 토론회 개최"
IT/과학,"아마존, 한국 첫 태양광 투자…""2만5000가구 공급량"""
IT/과학,"아프리카TV 서수길 ""트위치 철수가 망사용료 때문?…우리가 이긴 것"""
IT/과학,"방통위-KISA, 위치정보 공모전서 실내 길안내 '파파야' 대상"
IT/과학,"업스테이지, 사전학습 자체 LLM '솔라' 공개 동시에 경쟁력 입증…글로벌 경쟁 시동"
IT/과학,"아프리카TV 창업자, '망 사용료 부담' 트위치 저격"
IT/과학,"SKT 에이닷 AI 전화, ‘통화 중 실시간 통역’ 기능 출시"
IT/과학,"네이버웹툰, 美 본사에 데이비드 리 CFO 영입…김용수 CSO 승진"
IT/과학,"이공계 인재유출 현황…추정치 대신 전수조사, 통계 정상화"
IT/과학,"아마존, 한국 첫 태양광 투자…“2만5000가구에 공급할 수 있는 60MW규모"""
IT/과학,김현정 한국IBM 컨설팅 대표 “기업이 AI 도입하려면 ‘안정장치’ 거버넌스 확보 필수”
IT/과학,위치정보 우수 사업 모델에 실내 길 안내·바다로봇청소기
IT/과학,"이공계 인재유출, 외국인 전문인력 유입 모니터링 강화한다"
IT/과학,아마존이 국내 태양광 발전소 신설에 투자하는 까닭은
IT/과학,"외국인과 전화통화, AI가 실시간 통역"
IT/과학,네이버웹툰 “美 웹툰 엔터테인먼트 데이비드 리 CFO/COO 영입”
IT/과학,"업스테이지, 사전학습 LLM Solar 공개… 글로벌LLM 대전 본격 참전"
IT/과학,"아프리카TV 서수길 ""트위치 망사용료 까봐라.. 우리가 이긴 것"""
IT/과학,"""공공 행정망 장애, 대기업 들어와도 예산 안 늘면 해결 안 된다"""
IT/과학,"방통위-KISA, 위치정보 공모전서 실내 길안내 '파파야' 대상"
IT/과학,"'美 직상장' 앞둔 네이버웹툰, 이해진 창업자 조력 '화제'"
IT/과학,한국IBM “2024년은 인공지능 확산 첫 해 될 것”
IT/과학,"과기정통부 ""교육부와 협력해 한국인 유학생 현황 공동 수집"""
IT/과학,"""공공SW 예산증액 없다면 국가 IT시스템 장애 불가피"""
IT/과학,영어 못해도 괜찮아…AI가 통화 중 실시간 통역
IT/과학,"아프리카TV, 이제 '숲'으로 불러주세요"
IT/과학,"아마존, 국내 첫 태양광 프로젝트…매년 2만5000가구 공급량 생산"
IT/과학,"업스테이지, 사전학습 LLM '솔라' 공개…글로벌 대전 합류"
IT/과학,"네이버웹툰 美 본사, 데이비드 리 CFO 영입"
IT/과학,"IBM, AI 안전관리 도구 '왓슨x. 거버넌스' 선보여"
IT/과학,"아프리카TV 서수길, ‘한국 철수’ 트위치에 “개XX 떤다”"
IT/과학,"스타트업 업스테이지, 자체 언어모델 AI ‘솔라’ 공개…성능 1위 기록"
IT/과학,"SKT, ‘에이닷 통역콜’ 출시…실시간 통역 서비스 제공"
IT/과학,"방통위-KISA, 위치정보 공모전서 실내 길안내 '파파야' 대상"
IT/과학,아마존 이번엔 태양광 한국에 첫 투자 나선다
IT/과학,"""韓 인재 어디로 떠나나""…정부, 이공계 인력 유출입 통계 개선"
IT/과학,"업스테이지, 사전학습 LLM 글로벌 경쟁자 제치고 평가 1위"
IT/과학,"""언어 몰라도 실시간 통화 가능""…SK텔레콤, '에이닷 통역콜' 출시"
IT/과학,"아프리카TV 서수길 “트위치, 망 사용료로 개xx 떤다… 네이버는 뿌지직”"
IT/과학,"해외 이공계 인재, 대사관이 챙긴다"
IT/과학,"KOSA ""공공SW 문제 해소하려면 합리적 예산 구조 마련돼야"""
IT/과학,김 부장의 당찬 포부에 응답한 네이버 창업자...글로벌 웹툰 성공 시작점
IT/과학,"아마존, 한국 첫 태양광 투자…“2만5000가구에 공급할 수 있는 60MW규모"""
IT/과학,"IBM ‘왓슨x 거버넌스’ 출시, “식품성분표처럼 AI성분 알려준다”"
IT/과학,"과기정통부 ""교육부와 협력해 한국인 유학생 현황 공동 수집"""
IT/과학,"아프리카TV 전 대표, ‘한국 철수’ 트위치에 욕설 섞어 비난 “망사용료 까 보라”"
IT/과학,네이버웹툰 미국 본사 정비…푸드테크 기업 출신 CFO로 영입
IT/과학,"업스테이지, 사전학습 LLM '솔라' 공개…글로벌 대전 합류"
IT/과학,"‘AI 통역콜’ 시대 열렸다···SK텔레콤, 실시간 통역 서비스 개시"
IT/과학,위치정보 우수 사업 모델에 실내 길 안내·바다로봇청소기
IT/과학,김현정 한국IBM 컨설팅 대표 “기업이 AI 도입하려면 ‘안정장치’ 거버넌스 확보 필수”
IT/과학,"""공공SW 예산 현실화 필요해"""
IT/과학,"네이버웹툰 美 본사, 데이비드 리 CFO 영입"
IT/과학,"아마존, 한국 첫 태양광 투자…""2만5000가구 공급량"""
IT/과학,"IBM ‘왓슨x 거버넌스’ 출시, “식품성분표처럼 AI성분 알려준다”"
IT/과학,정부 R&D 참여 외국인 비중 3.2%…중국·인도·베트남·미국·파키스탄 순
IT/과학,"업스테이지, 자체 개발 LLM '솔라' 공개"
IT/과학,"아프리카TV 서수길 ""트위치 망사용료 까봐라.. 우리가 이긴 것"""
IT/과학,"""언어 몰라도 실시간 통화 가능""…SK텔레콤, '에이닷 통역콜' 출시"
IT/과학,"방통위, 위치정보 우수 비즈니스 모델 발굴 공모전…30개팀 시상"
IT/과학,"아프리카TV 서수길 ""트위치 망사용료 까봐라.. 우리가 이긴 것"""
IT/과학,"업스테이지, 언어모델 '솔라' 공개"
IT/과학,"해외 이공계 인재, 대사관이 챙긴다…네트워크 강화"
IT/과학,"통화 실시간 동시통역 시대 열렸다…SKT, '에이닷 통역콜' 출시"
IT/과학,"""공공SW 예산 증액 없으면 장애 또 발생…단가·사업방식 현실화해야"""
IT/과학,"美IPO 앞둔 네이버웹툰, 베스트바이 출신 CFO 영입"
IT/과학,한국IBM “2024년은 인공지능 확산 첫 해 될 것”
IT/과학,"아마존, 국내 첫 태양광 프로젝트…매년 2만5000가구 공급량 생산"
IT/과학,"IBM ‘왓슨x 거버넌스’ 출시, “식품성분표처럼 AI성분 알려준다”"
IT/과학,SKT '에이닷 통역콜'… 통화 실시간 통역 시대 열어
IT/과학,"아프리카TV 창업자, '망 사용료 부담' 트위치 저격"
IT/과학,'美상장 추진' 네이버웹툰…다시 조명받는 이해진 역할
IT/과학,"과기정통부 ""교육부와 협력해 한국인 유학생 현황 공동 수집"""
IT/과학,"""공공SW 예산증액 없다면 국가 IT시스템 장애 불가피"""
IT/과학,"업스테이지 '사전학습 LLM' 솔라, 공개 직후 1위 평가"
IT/과학,아마존 이번엔 태양광 한국에 첫 투자 나선다
IT/과학,"네이버웹툰 美 본사, 데이비드 리 CFO 영입"
IT/과학,"""공공 행정망 장애, 대기업 들어와도 예산 안 늘면 해결 안 된다"""
IT/과학,"아이폰 통화 중 실시간 AI 통역…SKT, '에이닷 통역콜' 출시"
IT/과학,"아프리카TV 전 대표, ‘한국 철수’ 트위치에 욕설 섞어 비난 “망사용료 까 보라”"
IT/과학,"아마존, 국내 태양광 프로젝트 공개… “100% 재생에너지 사용 목표”"
IT/과학,김현정 한국IBM 컨설팅 대표 “기업이 AI 도입하려면 ‘안정장치’ 거버넌스 확보 필수”
IT/과학,"""과학기술 경쟁하려면 인재 중요""…이공계 인력 조사 개선"
IT/과학,"방통위-KISA, 위치정보 공모전서 실내 길안내 '파파야' 대상"
IT/과학,"""시시각각 생기는 AI규제 자동 탐지""...IBM, 왓슨x.거버넌스 발표"
IT/과학,"업스테이지, 자체 개발 LLM ‘솔라’ 공개...글로벌 대전 본격 참전"
IT/과학,"과기정통부 ""교육부와 협력해 한국인 유학생 현황 공동 수집"""
IT/과학,"아마존, 한국에 60MW규모 태양광 발전소 건설"
IT/과학,"아프리카TV, 이제 '숲'으로 불러주세요"
IT/과학,"네이버웹툰, 美본사 CFO에 데이비드 리 영입…내년 상장 박차"
IT/과학,SKT '에이닷 통역콜'… 통화 실시간 통역 시대 열어
IT/과학,"방통위, 위치정보 우수 비즈니스모델 시상"
IT/과학,"아마존, 한국 첫 태양광 프로젝트 “2만5천가구 공급규모”"
IT/과학,AI가 통화중 실시간 통역해준다
IT/과학,"서수길 아프리카TV CBO “트위치, 망 사용료 까봐라”"
IT/과학,"업스테이지 '사전학습 LLM' 솔라, 공개 직후 1위 평가"
IT/과학,"IBM, '왓슨x 거버넌스' 출시…“AI 규제 자동 탐지”"
IT/과학,"네이버웹툰, 美 본사에 데이비드 리 CFO 영입…김용수 CSO 승진"
IT/과학,"과학기술 인재 활용·유출 방지, 데이터 구축으로 체계화한다"
IT/과학,"방통위-KISA, 위치정보 공모전서 실내 길안내 '파파야' 대상"
IT/과학,"“美 웹툰 엔터, 데이비드 리 CFO 영입”..네이버웹툰"
IT/과학,"공공SW 사업 대가 현실화 '절실'…""정부 예산에 반영돼야""[IT돋보기]"
IT/과학,"AI가 통화 중 4개국어 동시통역.. SKT, 갤S24보다 한발 빨랐다"
IT/과학,이공계 인력현황 현미경처럼 들여다본다
IT/과학,네이버 ‘치지직’ 19일 베타 출시…트위치 빈 자리 노린다
IT/과학,"아마존, 한국에 60MW규모 태양광 발전소 건설"
IT/과학,"“중국 제치고 세계 1위 ‘깜짝’”…업스테이지, 자체 개발 LLM ‘솔라’ 공개"
IT/과학,"IBM, '왓슨x 거버넌스' 출시…“AI 규제 자동 탐지”"
IT/과학,"SKT, '에이닷 통역콜' 출시…""AI가 통화 중 실시간 통역"""
IT/과학,"IBM, AI 안전관리 도구 '왓슨x. 거버넌스' 공개"
IT/과학,"아프리카TV 창업자, '망 사용료 부담' 트위치 저격"
IT/과학,"업스테이지, 사전학습 LLM '솔라' 공개…글로벌 대전 참전"
IT/과학,"해외 이공계 인재, 대사관이 챙긴다…네트워크 강화"
IT/과학,"""공공 행정망 장애, 대기업 들어와도 예산 안 늘면 해결 안 된다"""
IT/과학,해외 영토 넓히는 네이버웹툰…내년 美 상장 앞두고 전력정비 [정지은의 산업노트]
IT/과학,"아마존, 한국에 첫 재생에너지 투자…60MW 규모 태양광 발전"
IT/과학,"아프리카TV 창업자, '망 사용료 부담' 트위치 저격"
IT/과학,아마존이 국내 태양광 발전소 신설에 투자하는 까닭은
IT/과학,"SKT 에이닷, 'AI 통화 통역' 최초 출시…""버튼 하나 누르면 바로 통역"""
IT/과학,"AI 스타트업 ‘업스테이지’, 글로벌 평가 1위 받은 LLM ‘솔라’ 공개"
IT/과학,IBM “AI 서비스 투명성 높이고 보안 강화한 기업용 설루션 출시”
IT/과학,"'美 직상장' 앞둔 네이버웹툰, 이해진 창업자 조력 '화제'"
IT/과학,"방통위, 위치정보 우수 비즈니스모델 시상"
IT/과학,"""공공SW 예산 현실화 필요해"""
IT/과학,"아마존, 국내 태양광 프로젝트 공개… “100% 재생에너지 사용 목표”"
IT/과학,"美IPO 앞둔 네이버웹툰, 베스트바이 출신 CFO 영입"
IT/과학,"""전화 통화하며 실시간 통역""...AI 기술 경쟁 본격화"
IT/과학,"업스테이지, 자체 개발 LLM '솔라' 공개"
IT/과학,"이공계 인재유출 현황…추정치 대신 전수조사, 통계 정상화"
IT/과학,위치정보 우수 비즈니스 모델 대상에 '실내 길안내 솔루션'
IT/과학,"MS·구글과 다른 IBM의 '개방' 철학…""더 많은 이들에게 AI를"""
IT/과학,"아프리카 TV, 플랫폼 명칭 '숲' 변경 검토…변화 카드 '만지작'"
IT/과학,IBM “AI 서비스 투명성 높이고 보안 강화한 기업용 설루션 출시”
IT/과학,"업스테이지 '사전학습 LLM' 솔라, 공개 직후 1위 평가"
IT/과학,'美상장 추진' 네이버웹툰…다시 조명받는 이해진 역할
IT/과학,"아프리카TV, 이제 '숲'으로 불러주세요"
IT/과학,"'아이폰 통녹' 이어 실시간 통역콜까지…SKT, 에이닷 업데이트"
IT/과학,"""韓 인재 어디로 떠나나""…정부, 이공계 인력 유출입 통계 개선"
IT/과학,"아마존, 국내 첫 태양광 프로젝트…매년 2만5000가구 공급량 생산"
IT/과학,위치정보 우수 사업 모델에 실내 길 안내·바다로봇청소기
IT/과학,"“美 웹툰 엔터, 데이비드 리 CFO 영입”..네이버웹툰"
IT/과학,"""통화 중 실시간 AI 통역""…SKT, '에이닷 통역콜' 출시"
IT/과학,네이버 ‘치지직’ 19일 베타 출시…트위치 빈 자리 노린다
IT/과학,"업스테이지, 자체 개발 LLM '솔라' 공개"
IT/과학,"해외 이공계 인재, 대사관이 챙긴다"
IT/과학,"IBM, 기업의 안전한 생성 AI 활용 위한 도구 공개"
IT/과학,"방통위, 위치정보 우수 비즈니스모델 발굴…'실내 길안내 솔루션' 대상"
IT/과학,"공공SW 사업 대가 현실화 '절실'…""정부 예산에 반영돼야""[IT돋보기]"
IT/과학,"SKT, '에이닷 통역콜' 출시…""AI가 통화 중 실시간 통역"""
IT/과학,"업스테이지, 사전학습 자체 LLM '솔라' 공개 동시에 경쟁력 입증…글로벌 경쟁 시동"
IT/과학,"""공공SW 예산 증액 없으면 장애 또 발생…단가·사업방식 현실화해야"""
IT/과학,"재생에너지 사용 의지 드러낸 아마존, 한국서 첫 태양광 프로젝트 공개"
IT/과학,김현정 한국IBM 컨설팅 대표 “기업이 AI 도입하려면 ‘안정장치’ 거버넌스 확보 필수”
IT/과학,"美IPO 앞둔 네이버웹툰, 베스트바이 출신 CFO 영입"
IT/과학,"방통위-KISA, 위치정보 공모전서 실내 길안내 '파파야' 대상"
IT/과학,이공계 인력현황 현미경처럼 들여다본다
IT/과학,아마존 이번엔 태양광 한국에 첫 투자 나선다
IT/과학,"방통위-KISA, 위치정보 공모전서 실내 길안내 '파파야' 대상"
IT/과학,"네이버웹툰 美 본사, 데이비드 리 CFO 영입"
IT/과학,"""알리바바보다 작고 성능은 강하다""…사전학습 LLM '솔라' 공개"
IT/과학,"""행정망 먹통, 예산 안 늘리면 반복된다"""
IT/과학,"""영어 못해도 통하네?""…언어 장벽 허물 '실시간 AI 통역'"
IT/과학,"아프리카TV 창업자, '망 사용료 부담' 트위치 저격"
IT/과학,정부 R&D 참여 외국인 비중 3.2%…중국·인도·베트남·미국·파키스탄 순
IT/과학,"업스테이지, 사전학습 LLM '솔라' 공개…글로벌 대전 합류"
IT/과학,"""공공 행정망 장애, 대기업 들어와도 예산 안 늘면 해결 안 된다"""
IT/과학,"SK텔레콤, 통화 중 실시간 통역 가능 ‘에이닷 통역콜’ 국내 최초 서비스"
IT/과학,IBM “AI 서비스 투명성 높이고 보안 강화한 기업용 설루션 출시”
IT/과학,"네이버웹툰 美 본사, ‘데이비드 리’ CFO 영입"
IT/과학,아마존 이번엔 태양광 한국에 첫 투자 나선다
IT/과학,"서수길 아프리카TV CBO “트위치, 망 사용료 까봐라”"
IT/과학,"""韓 인재 어디로 떠나나""…정부, 이공계 인력 유출입 통계 개선"
IT/과학,"아프리카TV 서수길 “트위치, 망 사용료로 개xx 떤다… 네이버는 뿌지직”"
IT/과학,"아마존, 한국에 60MW규모 태양광 발전소 건설"
IT/과학,"외국인과 전화통화, AI가 실시간 통역"
IT/과학,"과기정통부 ""교육부와 협력해 한국인 유학생 현황 공동 수집"""
IT/과학,"""글로벌 LLM 대전 참여"" 업스테이지, `솔라` 공개"
IT/과학,"방통위, 위치정보 우수 비즈니스모델 발굴…'실내 길안내 솔루션' 대상"
